target_id	length	eff_length	est_counts	tpm
ENST00000390477.2	720	446	20	1.30273
ENST00000611116.2	978	704	161	6.64372
ENST00000633705.1	760	486	7.97171	0.476511
ENST00000632136.1	760	486	7.97171	0.476511
ENST00000622053.4	755	481	41.0516	2.47938
ENST00000436911.6	1013	739	11.7241	0.460884
ENST00000443402.6	2730	2456	2.27594	0.026921
ENST00000466254.1	758	484	0.00501899	0.000301252
ENST00000390473.1	51	4.41398	0	0
ENST00000390484.1	60	4.5656	0	0
ENST00000390488.1	56	4.49681	0	0
ENST00000390476.1	59	4.54818	0	0
ENST00000390489.1	63	4.61873	0	0
ENST00000390480.2	54	4.46327	0	0
ENST00000390479.2	60	4.5656	0	0
ENST00000390481.1	63	4.61873	0	0
ENST00000390474.1	48	4.36587	0	0
ENST00000390490.1	57	4.5138	0	0
ENST00000390475.1	54	4.46327	0	0
ENST00000390483.1	62	4.60087	0	0
ENST00000390485.1	66	4.67324	0	0
ENST00000390492.1	66	4.67324	0	0
ENST00000390486.1	69	4.72919	0	0
ENST00000390482.1	63	4.61873	0	0
ENST00000390487.1	60	4.5656	0	0
ENST00000390491.1	63	4.61873	0	0
ENST00000390493.1	63	4.61873	0	0
ENST00000390494.1	54	4.46327	0	0
ENST00000390495.1	66	4.67324	0	0
ENST00000390496.1	62	4.60087	0	0
ENST00000390497.1	61	4.58316	0	0
ENST00000390498.1	63	4.61873	0	0
ENST00000612375.1	65	4.65491	0	0
ENST00000614481.1	58	4.53092	0	0
ENST00000390502.1	59	4.54818	0	0
ENST00000390503.1	58	4.53092	0	0
ENST00000390504.1	57	4.5138	0	0
ENST00000390505.1	66	4.67324	0	0
ENST00000390506.1	57	4.5138	0	0
ENST00000390507.1	57	4.5138	0	0
ENST00000390508.1	60	4.5656	0	0
ENST00000390509.1	66	4.67324	0	0
ENST00000390510.1	59	4.54818	0	0
ENST00000390511.1	60	4.5656	0	0
ENST00000390512.2	60	4.5656	0	0
ENST00000390513.1	63	4.61873	0	0
ENST00000390514.1	63	4.61873	0	0
ENST00000390515.1	63	4.61873	0	0
ENST00000390516.1	55	4.47997	0	0
ENST00000390517.1	57	4.5138	0	0
ENST00000390518.1	60	4.5656	0	0
ENST00000390519.1	66	4.67324	0	0
ENST00000390520.1	63	4.61873	0	0
ENST00000390521.1	60	4.5656	0	0
ENST00000390523.1	52	4.43028	0	0
ENST00000390524.1	63	4.61873	0	0
ENST00000390525.1	60	4.5656	0	0
ENST00000390526.1	60	4.5656	0	0
ENST00000390527.1	64	4.63674	0	0
ENST00000390528.1	61	4.58316	0	0
ENST00000390530.1	59	4.54818	0	0
ENST00000390531.1	62	4.60087	0	0
ENST00000390532.1	60	4.5656	0	0
ENST00000390533.1	63	4.61873	0	0
ENST00000390534.1	62	4.60087	0	0
ENST00000390535.2	66	4.67324	0	0
ENST00000390536.2	62	4.60087	0	0
ENST00000390499.1	62	4.60087	0	0
ENST00000632951.1	48	4.36587	0	0
ENST00000633553.1	48	4.36587	0	0
ENST00000633780.1	50	4.39782	0	0
ENST00000632041.1	51	4.41398	0	0
ENST00000634000.1	50	4.39782	0	0
ENST00000633713.1	53	4.44671	0	0
ENST00000390412.1	50	4.39782	0	0
ENST00000390413.1	51	4.41398	0	0
ENST00000390414.1	46	4.33443	0	0
ENST00000390415.1	49	4.38178	0	0
ENST00000390416.1	50	4.39782	0	0
ENST00000390417.1	48	4.36587	0	0
ENST00000390418.1	53	4.44671	0	0
ENST00000390419.1	47	4.35009	0	0
ENST00000633209.1	46	4.33443	0	0
ENST00000632228.1	53	4.44671	0	0
ENST00000633507.1	50	4.39782	0	0
ENST00000631600.1	50	4.39782	0	0
ENST00000633891.1	51	4.41398	0	0
ENST00000633188.1	51	4.41398	0	0
ENST00000632996.1	53	4.44671	0	0
ENST00000633660.1	47	4.35009	0	0
ENST00000633936.1	50	4.39782	0	0
ENST00000634213.1	48	4.36587	0	0
ENST00000631840.1	49	4.38178	0	0
ENST00000634149.1	48	4.36587	0	0
ENST00000631745.1	48	4.36587	0	0
ENST00000633836.1	50	4.39782	0	0
ENST00000390333.1	50	4.39782	0	0
ENST00000390334.1	60	4.5656	0	0
ENST00000390337.1	50	4.39782	0	0
ENST00000390338.2	61	4.58316	0	0
ENST00000390339.1	60	4.5656	0	0
ENST00000622028.1	353	79.3918	0	0
ENST00000604066.1	353	79.3918	0	0
ENST00000390609.3	432	158	0	0
ENST00000390616.2	400	126.002	0	0
ENST00000390618.2	426	152	0	0
ENST00000390612.3	425	151	0	0
ENST00000390607.2	430	156	0	0
ENST00000632099.1	353	79.3918	0	0
ENST00000390617.2	366	92.1144	0	0
ENST00000390603.2	437	163	0	0
ENST00000390606.3	415	141	0	0
ENST00000390610.2	411	137	0	0
ENST00000390615.2	431	157	0	0
ENST00000603660.1	431	157	0	0
ENST00000632950.2	410	136	0	0
ENST00000390611.2	381	107.022	0	0
ENST00000390605.2	410	136	0	0
ENST00000438142.3	428	154	0	0
ENST00000390602.3	430	156	0	0
ENST00000390604.2	425	151	0	0
ENST00000390601.3	473	199	0	0
ENST00000390282.2	419	145	0	0
ENST00000390287.2	365	91.1266	0	0
ENST00000390283.2	414	140	0	0
ENST00000390284.2	362	88.1704	0	0
ENST00000390285.4	353	79.3918	0	0
ENST00000390286.3	381	107.022	0	0
ENST00000390289.2	379	105.028	21	5.80863
ENST00000390290.3	389	115.008	3	0.757793
ENST00000390291.2	405	131.001	0	0
ENST00000427632.2	409	135.001	0	0
ENST00000390293.1	369	95.0839	0	0
ENST00000390294.2	407	133.001	0	0
ENST00000390295.3	385	111.014	0	0
ENST00000390296.2	397	123.003	0.5	0.11809
ENST00000390297.3	467	193	2.60828	0.392604
ENST00000390298.2	385	111.014	0	0
ENST00000390299.2	407	133.001	0	0
ENST00000390300.2	374	100.049	0	0
ENST00000390301.3	393	119.005	0.69586	0.169869
ENST00000632585.1	408	134.001	1	0.216796
ENST00000632205.1	532	258	1	0.1126
ENST00000632891.1	380	106.025	0	0
ENST00000633250.1	445	171	0	0
ENST00000631614.2	398	124.002	0	0
ENST00000633273.1	409	135.001	0	0
ENST00000632088.2	392	118.006	0.88245	0.217243
ENST00000632502.1	398	124.002	0	0
ENST00000632887.1	442	168	1.44821	0.250426
ENST00000632011.1	378	104.031	0	0
ENST00000632229.1	378	104.031	0.5	0.139626
ENST00000632822.1	400	126.002	1.5	0.345838
ENST00000631699.1	406	132.001	0.5	0.11004
ENST00000633851.1	390	116.007	0	0
ENST00000631531.1	382	108.019	0	0
